CODE,Customer_ID,Modelo,segmento,prob_churn,CF,Precio,Margen_Bruto,Descuento_€,Beneficio_Neto,Beneficio_Esperado
SYN000040,101942,B,ALTO,0.64226794,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000041,108450,I,ALTO,0.75548303,408.1,715.9649122807017,307.8649122807017,85.9157894736842,221.9491228070175,17.69491228070175
SYN000042,56627,I,ALTO,0.7409625,408.1,715.9649122807017,307.8649122807017,85.9157894736842,221.9491228070175,17.69491228070175
SYN000043,40268,A,ALTO,0.6380255,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000044,108378,I,MEDIO,0.5841889,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000045,108255,C,ALTO,0.6116135,303.6,453.134328358209,149.534328358209,54.37611940298508,95.15820895522391,5.015820895522392
SYN000046,105329,B,MEDIO,0.57104945,281.41,420.0149253731344,138.6049253731344,33.60119402985075,105.00373134328365,6.000373134328365
SYN000047,100745,D,ALTO,0.6036851,319.0,476.11940298507466,157.11940298507466,57.134328358208954,99.9850746268657,5.49850746268657
SYN000048,101484,A,ALTO,0.6368028,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000049,106040,I,MEDIO,0.48335475,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000050,107591,B,MEDIO,0.53771913,281.41,420.0149253731344,138.6049253731344,33.60119402985075,105.00373134328365,6.000373134328365
SYN000051,103223,B,ALTO,0.64035916,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000052,103722,B,MEDIO,0.5337566,281.41,420.0149253731344,138.6049253731344,33.60119402985075,105.00373134328365,6.000373134328365
SYN000053,101201,I,MEDIO,0.54528004,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000054,104758,D,MEDIO,0.5759299,319.0,476.11940298507466,157.11940298507466,38.08955223880597,119.02985074626869,7.402985074626869
SYN000055,107250,B,ALTO,0.61172676,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000056,101451,D,MEDIO,0.55048007,319.0,476.11940298507466,157.11940298507466,38.08955223880597,119.02985074626869,7.402985074626869
SYN000057,91382,B,ALTO,0.6215313,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000058,102026,D,MUY_BAJO,0.15533824,319.0,476.11940298507466,157.11940298507466,9.522388059701493,147.59701492537317,10.259701492537317
SYN000059,103600,I,MEDIO,0.57699305,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000060,104413,D,ALTO,0.7679435,319.0,476.11940298507466,157.11940298507466,57.134328358208954,99.9850746268657,5.49850746268657
SYN000061,105642,B,MEDIO,0.59089977,281.41,420.0149253731344,138.6049253731344,33.60119402985075,105.00373134328365,6.000373134328365
SYN000062,106648,I,MEDIO,0.55689424,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000063,106910,A,ALTO,0.6575691,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000064,79306,I,MUY_BAJO,0.080351055,408.1,715.9649122807017,307.8649122807017,14.319298245614034,293.5456140350876,24.854561403508765
SYN000065,10627,J,MEDIO,0.4492807,429.00000000000006,451.57894736842115,22.578947368421098,36.12631578947369,-13.547368421052596,-5.854736842105259
SYN000066,103232,I,MEDIO,0.55918694,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000067,107402,A,ALTO,0.63823634,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000068,107842,D,ALTO,0.6199746,319.0,476.11940298507466,157.11940298507466,57.134328358208954,99.9850746268657,5.49850746268657
SYN000069,102890,B,ALTO,0.65511864,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000070,105434,I,MEDIO,0.5874091,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000071,101753,K,MUY_BAJO,0.03853772,451.00000000000006,474.73684210526324,23.73684210526318,9.494736842105265,14.242105263157914,-3.0757894736842086
SYN000072,83449,B,MUY_BAJO,0.102870636,281.41,420.0149253731344,138.6049253731344,8.400298507462688,130.2046268656717,8.520462686567171
SYN000073,101208,A,ALTO,0.66719306,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000074,103503,I,MUY_BAJO,0.09245672,408.1,715.9649122807017,307.8649122807017,14.319298245614034,293.5456140350876,24.854561403508765
SYN000075,100896,J,MEDIO,0.44161236,429.00000000000006,451.57894736842115,22.578947368421098,36.12631578947369,-13.547368421052596,-5.854736842105259
SYN000076,100184,D,MEDIO,0.5845392,319.0,476.11940298507466,157.11940298507466,38.08955223880597,119.02985074626869,7.402985074626869
SYN000077,107407,I,MUY_ALTO,0.81937486,408.1,715.9649122807017,307.8649122807017,107.39473684210525,200.4701754385964,15.547017543859642
SYN000078,29676,I,MEDIO,0.5405133,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000079,103475,A,ALTO,0.6312993,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000080,105881,B,ALTO,0.7786803,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000081,102147,A,ALTO,0.6504794,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000082,104175,B,ALTO,0.61383224,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000083,102542,B,MEDIO,0.5638397,281.41,420.0149253731344,138.6049253731344,33.60119402985075,105.00373134328365,6.000373134328365
SYN000084,101286,B,ALTO,0.6261635,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000085,103583,B,ALTO,0.6439582,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000086,106208,H,ALTO,0.77392495,388.3,669.4827586206895,281.1827586206895,80.33793103448274,200.8448275862068,15.58448275862068
SYN000087,102634,C,MUY_BAJO,0.037310578,303.6,453.134328358209,149.534328358209,9.06268656716418,140.47164179104482,9.547164179104483
SYN000088,49039,I,MEDIO,0.54485697,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000089,103270,C,MEDIO,0.5613409,303.6,453.134328358209,149.534328358209,36.25074626865672,113.28358208955228,6.82835820895523
SYN000090,104623,B,MUY_BAJO,0.122596115,281.41,420.0149253731344,138.6049253731344,8.400298507462688,130.2046268656717,8.520462686567171
SYN000091,104408,I,MUY_BAJO,0.15947124,408.1,715.9649122807017,307.8649122807017,14.319298245614034,293.5456140350876,24.854561403508765
SYN000092,101352,I,MEDIO,0.59098625,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000093,49878,C,ALTO,0.64506507,303.6,453.134328358209,149.534328358209,54.37611940298508,95.15820895522391,5.015820895522392
SYN000094,101777,I,ALTO,0.7602187,408.1,715.9649122807017,307.8649122807017,85.9157894736842,221.9491228070175,17.69491228070175
SYN000095,107881,I,MEDIO,0.4901986,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000096,102800,D,MUY_BAJO,0.040586,319.0,476.11940298507466,157.11940298507466,9.522388059701493,147.59701492537317,10.259701492537317
SYN000097,108146,C,ALTO,0.63061696,303.6,453.134328358209,149.534328358209,54.37611940298508,95.15820895522391,5.015820895522392
SYN000098,105528,I,MEDIO,0.47713935,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000099,19663,I,MEDIO,0.43302068,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000100,103993,D,ALTO,0.6154666,319.0,476.11940298507466,157.11940298507466,57.134328358208954,99.9850746268657,5.49850746268657
SYN000101,103216,J,MEDIO,0.56546503,429.00000000000006,451.57894736842115,22.578947368421098,36.12631578947369,-13.547368421052596,-5.854736842105259
SYN000102,103034,B,ALTO,0.6352027,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000103,102963,H,ALTO,0.7007341,388.3,669.4827586206895,281.1827586206895,80.33793103448274,200.8448275862068,15.58448275862068
SYN000104,100454,D,MEDIO,0.5806612,319.0,476.11940298507466,157.11940298507466,38.08955223880597,119.02985074626869,7.402985074626869
SYN000105,105137,B,MUY_BAJO,0.045457717,281.41,420.0149253731344,138.6049253731344,8.400298507462688,130.2046268656717,8.520462686567171
SYN000106,100694,C,ALTO,0.61156917,303.6,453.134328358209,149.534328358209,54.37611940298508,95.15820895522391,5.015820895522392
SYN000107,100776,B,MEDIO,0.58183354,281.41,420.0149253731344,138.6049253731344,33.60119402985075,105.00373134328365,6.000373134328365
SYN000108,106418,J,MEDIO,0.481414,429.00000000000006,451.57894736842115,22.578947368421098,36.12631578947369,-13.547368421052596,-5.854736842105259
SYN000109,100225,B,MEDIO,0.577159,281.41,420.0149253731344,138.6049253731344,33.60119402985075,105.00373134328365,6.000373134328365
SYN000110,105546,I,MEDIO,0.47713935,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000111,101622,H,ALTO,0.67854816,388.3,669.4827586206895,281.1827586206895,80.33793103448274,200.8448275862068,15.58448275862068
SYN000112,50125,D,ALTO,0.6441055,319.0,476.11940298507466,157.11940298507466,57.134328358208954,99.9850746268657,5.49850746268657
SYN000113,103199,C,MEDIO,0.5591266,303.6,453.134328358209,149.534328358209,36.25074626865672,113.28358208955228,6.82835820895523
SYN000114,103876,C,MEDIO,0.54620045,303.6,453.134328358209,149.534328358209,36.25074626865672,113.28358208955228,6.82835820895523
SYN000115,105436,J,MUY_BAJO,0.04241018,429.00000000000006,451.57894736842115,22.578947368421098,9.031578947368423,13.547368421052674,-3.1452631578947328
SYN000116,100312,B,ALTO,0.790607,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000117,108286,E,ALTO,0.6702632,335.5,532.5396825396825,197.03968253968253,63.9047619047619,133.13492063492063,8.813492063492063
SYN000118,103490,A,ALTO,0.66962373,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000119,102595,I,MUY_BAJO,0.06802612,408.1,715.9649122807017,307.8649122807017,14.319298245614034,293.5456140350876,24.854561403508765
SYN000120,57523,D,MUY_BAJO,0.033418808,319.0,476.11940298507466,157.11940298507466,9.522388059701493,147.59701492537317,10.259701492537317
SYN000121,103520,I,ALTO,0.6401219,408.1,715.9649122807017,307.8649122807017,85.9157894736842,221.9491228070175,17.69491228070175
SYN000122,101934,C,MEDIO,0.5749191,303.6,453.134328358209,149.534328358209,36.25074626865672,113.28358208955228,6.82835820895523
SYN000123,102200,C,MEDIO,0.5318457,303.6,453.134328358209,149.534328358209,36.25074626865672,113.28358208955228,6.82835820895523
SYN000124,101067,A,ALTO,0.6728892,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000125,107684,B,MUY_BAJO,0.09103558,281.41,420.0149253731344,138.6049253731344,8.400298507462688,130.2046268656717,8.520462686567171
SYN000126,106988,I,MEDIO,0.594058,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000127,104231,D,ALTO,0.77330136,319.0,476.11940298507466,157.11940298507466,57.134328358208954,99.9850746268657,5.49850746268657
SYN000128,19570,B,MUY_BAJO,0.045686178,281.41,420.0149253731344,138.6049253731344,8.400298507462688,130.2046268656717,8.520462686567171
SYN000129,103504,B,ALTO,0.68745255,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000130,33508,A,ALTO,0.66721195,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000131,105827,D,MUY_BAJO,0.101774335,319.0,476.11940298507466,157.11940298507466,9.522388059701493,147.59701492537317,10.259701492537317
SYN000132,103137,A,MEDIO,0.5820074,267.5,371.52777777777777,104.02777777777777,29.72222222222222,74.30555555555554,2.9305555555555545
SYN000133,106781,I,ALTO,0.6638698,408.1,715.9649122807017,307.8649122807017,85.9157894736842,221.9491228070175,17.69491228070175
SYN000134,107240,B,MEDIO,0.53254277,281.41,420.0149253731344,138.6049253731344,33.60119402985075,105.00373134328365,6.000373134328365
SYN000135,105620,I,ALTO,0.6418658,408.1,715.9649122807017,307.8649122807017,85.9157894736842,221.9491228070175,17.69491228070175
SYN000136,102926,B,MUY_BAJO,0.09199139,281.41,420.0149253731344,138.6049253731344,8.400298507462688,130.2046268656717,8.520462686567171
SYN000137,101042,B,ALTO,0.68126696,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000138,108488,I,ALTO,0.76253057,408.1,715.9649122807017,307.8649122807017,85.9157894736842,221.9491228070175,17.69491228070175
SYN000139,13990,B,ALTO,0.6289316,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000140,104545,J,MEDIO,0.5189125,429.00000000000006,451.57894736842115,22.578947368421098,36.12631578947369,-13.547368421052596,-5.854736842105259
SYN000141,105563,I,ALTO,0.64341116,408.1,715.9649122807017,307.8649122807017,85.9157894736842,221.9491228070175,17.69491228070175
SYN000142,104579,A,ALTO,0.6178218,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000143,107025,D,MUY_BAJO,0.04425089,319.0,476.11940298507466,157.11940298507466,9.522388059701493,147.59701492537317,10.259701492537317
SYN000144,100017,J,MEDIO,0.5208912,429.00000000000006,451.57894736842115,22.578947368421098,36.12631578947369,-13.547368421052596,-5.854736842105259
SYN000145,51719,B,ALTO,0.6271654,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000146,101795,I,MUY_BAJO,0.12437268,408.1,715.9649122807017,307.8649122807017,14.319298245614034,293.5456140350876,24.854561403508765
SYN000147,105175,I,MUY_BAJO,0.07881276,408.1,715.9649122807017,307.8649122807017,14.319298245614034,293.5456140350876,24.854561403508765
SYN000148,105501,C,MUY_BAJO,0.07136631,303.6,453.134328358209,149.534328358209,9.06268656716418,140.47164179104482,9.547164179104483
SYN000149,105217,A,MUY_BAJO,0.08627837,267.5,371.52777777777777,104.02777777777777,7.430555555555555,96.59722222222221,5.159722222222221
SYN000150,100985,I,MEDIO,0.58207875,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000151,106417,B,ALTO,0.6483045,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000152,101823,E,ALTO,0.6089037,335.5,532.5396825396825,197.03968253968253,63.9047619047619,133.13492063492063,8.813492063492063
SYN000153,100150,B,ALTO,0.68248796,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000154,107119,A,MUY_ALTO,0.82091725,267.5,371.52777777777777,104.02777777777777,55.729166666666664,48.29861111111111,0.3298611111111107
SYN000155,105790,D,MEDIO,0.5688691,319.0,476.11940298507466,157.11940298507466,38.08955223880597,119.02985074626869,7.402985074626869
SYN000156,49512,B,ALTO,0.6174462,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000157,103126,B,MEDIO,0.5740687,281.41,420.0149253731344,138.6049253731344,33.60119402985075,105.00373134328365,6.000373134328365
SYN000158,107207,B,MEDIO,0.59979326,281.41,420.0149253731344,138.6049253731344,33.60119402985075,105.00373134328365,6.000373134328365
SYN000159,25984,B,ALTO,0.6354495,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000160,104118,B,ALTO,0.78990585,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000161,101235,I,MEDIO,0.48482135,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000162,80557,B,ALTO,0.66984886,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000163,104868,I,MEDIO,0.5577117,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000164,27753,I,MEDIO,0.5913139,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000165,102955,I,MEDIO,0.5284418,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000166,103276,D,MUY_BAJO,0.050244506,319.0,476.11940298507466,157.11940298507466,9.522388059701493,147.59701492537317,10.259701492537317
SYN000167,104076,G,ALTO,0.6507636,369.6,637.2413793103448,267.64137931034475,76.46896551724137,191.17241379310337,14.61724137931034
SYN000168,102535,I,MEDIO,0.54485697,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000169,103274,D,ALTO,0.70654666,319.0,476.11940298507466,157.11940298507466,57.134328358208954,99.9850746268657,5.49850746268657
SYN000170,100495,B,ALTO,0.6354495,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000171,107558,D,MEDIO,0.47285908,319.0,476.11940298507466,157.11940298507466,38.08955223880597,119.02985074626869,7.402985074626869
SYN000172,104402,B,ALTO,0.68827873,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000173,17561,A,ALTO,0.6188459,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000174,105749,B,ALTO,0.65678227,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000175,101220,A,ALTO,0.7837337,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000176,104890,I,MEDIO,0.5936225,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000177,102425,D,ALTO,0.6034511,319.0,476.11940298507466,157.11940298507466,57.134328358208954,99.9850746268657,5.49850746268657
SYN000178,35583,D,MEDIO,0.4678861,319.0,476.11940298507466,157.11940298507466,38.08955223880597,119.02985074626869,7.402985074626869
SYN000179,100479,C,ALTO,0.65592104,303.6,453.134328358209,149.534328358209,54.37611940298508,95.15820895522391,5.015820895522392
SYN000180,101976,B,MUY_BAJO,0.055589892,281.41,420.0149253731344,138.6049253731344,8.400298507462688,130.2046268656717,8.520462686567171
SYN000181,70836,A,ALTO,0.6924824,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000182,34671,B,ALTO,0.64642966,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000183,108441,B,MUY_BAJO,0.1067241,281.41,420.0149253731344,138.6049253731344,8.400298507462688,130.2046268656717,8.520462686567171
SYN000184,106906,D,MUY_BAJO,0.034885067,319.0,476.11940298507466,157.11940298507466,9.522388059701493,147.59701492537317,10.259701492537317
SYN000185,103813,I,MUY_BAJO,0.12437268,408.1,715.9649122807017,307.8649122807017,14.319298245614034,293.5456140350876,24.854561403508765
SYN000186,51631,C,MEDIO,0.5749191,303.6,453.134328358209,149.534328358209,36.25074626865672,113.28358208955228,6.82835820895523
SYN000187,102083,D,ALTO,0.70708865,319.0,476.11940298507466,157.11940298507466,57.134328358208954,99.9850746268657,5.49850746268657
SYN000188,108157,I,MEDIO,0.574331,408.1,715.9649122807017,307.8649122807017,57.277192982456135,250.58771929824553,20.558771929824555
SYN000189,95796,B,MEDIO,0.5221496,281.41,420.0149253731344,138.6049253731344,33.60119402985075,105.00373134328365,6.000373134328365
SYN000190,101437,I,ALTO,0.6743756,408.1,715.9649122807017,307.8649122807017,85.9157894736842,221.9491228070175,17.69491228070175
SYN000191,106926,B,MEDIO,0.4653322,281.41,420.0149253731344,138.6049253731344,33.60119402985075,105.00373134328365,6.000373134328365
SYN000192,101211,B,ALTO,0.66373014,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000193,25620,I,ALTO,0.7665012,408.1,715.9649122807017,307.8649122807017,85.9157894736842,221.9491228070175,17.69491228070175
SYN000194,102043,B,ALTO,0.65330744,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000195,107066,D,MEDIO,0.56871873,319.0,476.11940298507466,157.11940298507466,38.08955223880597,119.02985074626869,7.402985074626869
SYN000196,102419,B,ALTO,0.64859957,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000197,45960,I,ALTO,0.755247,408.1,715.9649122807017,307.8649122807017,85.9157894736842,221.9491228070175,17.69491228070175
SYN000198,103339,D,ALTO,0.6199746,319.0,476.11940298507466,157.11940298507466,57.134328358208954,99.9850746268657,5.49850746268657
SYN000199,105833,A,ALTO,0.6310923,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000200,106689,B,ALTO,0.6411156,281.41,420.0149253731344,138.6049253731344,50.401791044776125,88.20313432835826,4.320313432835826
SYN000201,105316,A,ALTO,0.7541937,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
SYN000202,101460,J,MUY_BAJO,0.044086784,429.00000000000006,451.57894736842115,22.578947368421098,9.031578947368423,13.547368421052674,-3.1452631578947328
SYN000203,87158,C,MEDIO,0.4533876,303.6,453.134328358209,149.534328358209,36.25074626865672,113.28358208955228,6.82835820895523
SYN000204,101763,A,ALTO,0.63870233,267.5,371.52777777777777,104.02777777777777,44.58333333333333,59.44444444444444,1.4444444444444446
