CODE,Customer_ID,Modelo,ZONA,PVP,riesgo,prob_churn,C_n,desc_pct,descuento_eur,coste_marketing,margen_mant,roi_ind
SYN000029,108095,B,CENTRO,19342,BAJO,0.07983666,235.4,0.03,7.062,2.354,70.62,18.856873569408926
SYN000030,107836,I,CENTRO,36634,ALTO,0.79553545,396.00000000000006,0.12,47.52,3.960000000000001,118.80000000000001,17.067402443831288
SYN000031,96300,B,CENTRO,20066,MEDIO,0.6228241,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000032,100927,I,ESTE,27379,MEDIO,0.41830957,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000033,100141,H,CENTRO,20671,ALTO,0.7007341,374.00000000000006,0.12,44.88,3.7400000000000007,112.20000000000002,13.770026363820753
SYN000034,104364,B,CENTRO,22940,MEDIO,0.49042514,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000035,105450,B,ESTE,23321,MEDIO,0.57826936,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000036,69278,B,ESTE,17305,BAJO,0.061213322,235.4,0.03,7.062,2.354,70.62,18.856873569408926
SYN000037,106226,B,SUR,22518,MEDIO,0.6525741,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000038,102207,B,CENTRO,18719,MEDIO,0.6525393,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000039,106634,I,CENTRO,30182,MEDIO,0.45265028,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000040,101942,B,NORTE,17305,MEDIO,0.64226794,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000041,108450,I,NORTE,25147,ALTO,0.75548303,396.00000000000006,0.12,47.52,3.960000000000001,118.80000000000001,17.067402443831288
SYN000042,56627,I,CENTRO,29446,ALTO,0.7409625,396.00000000000006,0.12,47.52,3.960000000000001,118.80000000000001,17.067402443831288
SYN000043,40268,A,SUR,14099,MEDIO,0.6380255,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000044,108378,I,CENTRO,28667,MEDIO,0.5841889,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000045,108255,C,CENTRO,23542,MEDIO,0.6116135,264.0,0.08,21.12,2.64,79.2,7.375271149674617
SYN000046,105329,B,ESTE,22465,MEDIO,0.57104945,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000047,100745,D,NORTE,24004,MEDIO,0.6036851,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000048,101484,A,ESTE,17524,MEDIO,0.6368028,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000049,106040,I,NORTE,26624,MEDIO,0.48335475,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000050,107591,B,CENTRO,20089,MEDIO,0.53771913,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000051,103223,B,ESTE,19731,MEDIO,0.64035916,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000052,103722,B,CENTRO,23439,MEDIO,0.5337566,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000053,101201,I,ESTE,35404,MEDIO,0.54528004,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000054,104758,D,ESTE,24579,MEDIO,0.5759299,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000055,107250,B,SUR,17512,MEDIO,0.61172676,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000056,101451,D,ESTE,24004,MEDIO,0.55048007,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000057,91382,B,SUR,18299,MEDIO,0.6215313,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000058,102026,D,CENTRO,27160,BAJO,0.15533824,286.0,0.03,8.58,2.86,85.8,39.6484375
SYN000059,103600,I,ESTE,33856,MEDIO,0.57699305,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000060,104413,D,ESTE,30377,ALTO,0.7679435,286.0,0.12,34.32,2.86,85.8,-1.5829318651066706
SYN000061,105642,B,NORTE,21610,MEDIO,0.59089977,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000062,106648,I,CENTRO,30330,MEDIO,0.55689424,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000063,106910,A,CENTRO,11004,MEDIO,0.6575691,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000064,79306,I,CENTRO,25953,BAJO,0.080351055,396.00000000000006,0.03,11.88,3.960000000000001,118.80000000000001,80.43742405832322
SYN000065,10627,J,ESTE,30246,MEDIO,0.4492807,418.00000000000006,0.08,33.440000000000005,4.180000000000001,125.4,43.11800958685232
SYN000066,103232,I,ESTE,28667,MEDIO,0.55918694,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000067,107402,A,ESTE,15195,MEDIO,0.63823634,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000068,107842,D,ESTE,21553,MEDIO,0.6199746,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000069,102890,B,ESTE,19453,MEDIO,0.65511864,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000070,105434,I,SUR,29446,MEDIO,0.5874091,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000071,101753,K,NORTE,33874,BAJO,0.03853772,462.00000000000006,0.03,13.860000000000001,4.620000000000001,138.60000000000002,102.39485981308414
SYN000072,83449,B,CENTRO,18751,BAJO,0.102870636,235.4,0.03,7.062,2.354,70.62,18.856873569408926
SYN000073,101208,A,CENTRO,11004,MEDIO,0.66719306,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000074,103503,I,CENTRO,28405,BAJO,0.09245672,396.00000000000006,0.03,11.88,3.960000000000001,118.80000000000001,80.43742405832322
SYN000075,100896,J,NORTE,33675,MEDIO,0.44161236,418.00000000000006,0.08,33.440000000000005,4.180000000000001,125.4,43.11800958685232
SYN000076,100184,D,ESTE,24004,MEDIO,0.5845392,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000077,107407,I,ESTE,33250,ALTO,0.81937486,396.00000000000006,0.12,47.52,3.960000000000001,118.80000000000001,17.067402443831288
SYN000078,29676,I,ESTE,24274,MEDIO,0.5405133,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000079,103475,A,CENTRO,13529,MEDIO,0.6312993,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000080,105881,B,CENTRO,19614,ALTO,0.7786803,235.4,0.12,28.248,2.354,70.62,-12.384308081685317
SYN000081,102147,A,NORTE,13094,MEDIO,0.6504794,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000082,104175,B,CENTRO,19455,MEDIO,0.61383224,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000083,102542,B,ESTE,21531,MEDIO,0.5638397,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000084,101286,B,ESTE,19234,MEDIO,0.6261635,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000085,103583,B,CENTRO,19453,MEDIO,0.6439582,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000086,106208,H,ESTE,21403,ALTO,0.77392495,374.00000000000006,0.12,44.88,3.7400000000000007,112.20000000000002,13.770026363820753
SYN000087,102634,C,ESTE,20621,BAJO,0.037310578,264.0,0.03,7.92,2.64,79.2,30.779392338177015
SYN000088,49039,I,CENTRO,26838,MEDIO,0.54485697,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000089,103270,C,ESTE,23452,MEDIO,0.5613409,264.0,0.08,21.12,2.64,79.2,7.375271149674617
SYN000090,104623,B,CENTRO,19829,BAJO,0.122596115,235.4,0.03,7.062,2.354,70.62,18.856873569408926
SYN000091,104408,I,CENTRO,28667,BAJO,0.15947124,396.00000000000006,0.03,11.88,3.960000000000001,118.80000000000001,80.43742405832322
SYN000092,101352,I,ESTE,23913,MEDIO,0.59098625,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000093,49878,C,ESTE,22814,MEDIO,0.64506507,264.0,0.08,21.12,2.64,79.2,7.375271149674617
SYN000094,101777,I,SUR,30330,ALTO,0.7602187,396.00000000000006,0.12,47.52,3.960000000000001,118.80000000000001,17.067402443831288
SYN000095,107881,I,ESTE,27379,MEDIO,0.4901986,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000096,102800,D,ESTE,30078,BAJO,0.040586,286.0,0.03,8.58,2.86,85.8,39.6484375
SYN000097,108146,C,CENTRO,22399,MEDIO,0.63061696,264.0,0.08,21.12,2.64,79.2,7.375271149674617
SYN000098,105528,I,NORTE,26495,MEDIO,0.47713935,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000099,19663,I,ESTE,26495,MEDIO,0.43302068,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000100,103993,D,ESTE,20936,MEDIO,0.6154666,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000101,103216,J,ESTE,34448,MEDIO,0.56546503,418.00000000000006,0.08,33.440000000000005,4.180000000000001,125.4,43.11800958685232
SYN000102,103034,B,CENTRO,19994,MEDIO,0.6352027,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000103,102963,H,CENTRO,20671,ALTO,0.7007341,374.00000000000006,0.12,44.88,3.7400000000000007,112.20000000000002,13.770026363820753
SYN000104,100454,D,NORTE,24411,MEDIO,0.5806612,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000105,105137,B,CENTRO,18299,BAJO,0.045457717,235.4,0.03,7.062,2.354,70.62,18.856873569408926
SYN000106,100694,C,CENTRO,23293,MEDIO,0.61156917,264.0,0.08,21.12,2.64,79.2,7.375271149674617
SYN000107,100776,B,NORTE,19994,MEDIO,0.58183354,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000108,106418,J,CENTRO,30892,MEDIO,0.481414,418.00000000000006,0.08,33.440000000000005,4.180000000000001,125.4,43.11800958685232
SYN000109,100225,B,SUR,19472,MEDIO,0.577159,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000110,105546,I,CENTRO,26885,MEDIO,0.47713935,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000111,101622,H,ESTE,20273,MEDIO,0.67854816,374.00000000000006,0.08,29.920000000000005,3.7400000000000007,112.20000000000002,34.11427205355011
SYN000112,50125,D,NORTE,21393,MEDIO,0.6441055,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000113,103199,C,CENTRO,23465,MEDIO,0.5591266,264.0,0.08,21.12,2.64,79.2,7.375271149674617
SYN000114,103876,C,ESTE,21979,MEDIO,0.54620045,264.0,0.08,21.12,2.64,79.2,7.375271149674617
SYN000115,105436,J,CENTRO,34133,BAJO,0.04241018,418.00000000000006,0.03,12.540000000000001,4.180000000000001,125.4,87.9496402877698
SYN000116,100312,B,ESTE,25792,ALTO,0.790607,235.4,0.12,28.248,2.354,70.62,-12.384308081685317
SYN000117,108286,E,ESTE,22764,MEDIO,0.6702632,308.0,0.08,24.64,3.08,92.39999999999999,18.888317035512088
SYN000118,103490,A,CENTRO,11004,MEDIO,0.66962373,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000119,102595,I,ESTE,29064,BAJO,0.06802612,396.00000000000006,0.03,11.88,3.960000000000001,118.80000000000001,80.43742405832322
SYN000120,57523,D,ESTE,24321,BAJO,0.033418808,286.0,0.03,8.58,2.86,85.8,39.6484375
SYN000121,103520,I,ESTE,36771,MEDIO,0.6401219,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000122,101934,C,ESTE,24045,MEDIO,0.5749191,264.0,0.08,21.12,2.64,79.2,7.375271149674617
SYN000123,102200,C,ESTE,25893,MEDIO,0.5318457,264.0,0.08,21.12,2.64,79.2,7.375271149674617
SYN000124,101067,A,ESTE,11475,MEDIO,0.6728892,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000125,107684,B,CENTRO,19172,BAJO,0.09103558,235.4,0.03,7.062,2.354,70.62,18.856873569408926
SYN000126,106988,I,ESTE,29446,MEDIO,0.594058,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000127,104231,D,CENTRO,26794,ALTO,0.77330136,286.0,0.12,34.32,2.86,85.8,-1.5829318651066706
SYN000128,19570,B,CENTRO,18299,BAJO,0.045686178,235.4,0.03,7.062,2.354,70.62,18.856873569408926
SYN000129,103504,B,CENTRO,19172,MEDIO,0.68745255,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000130,33508,A,NORTE,13738,MEDIO,0.66721195,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000131,105827,D,CENTRO,24004,BAJO,0.101774335,286.0,0.03,8.58,2.86,85.8,39.6484375
SYN000132,103137,A,CENTRO,13056,MEDIO,0.5820074,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000133,106781,I,SUR,25514,MEDIO,0.6638698,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000134,107240,B,ESTE,18579,MEDIO,0.53254277,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000135,105620,I,CENTRO,35464,MEDIO,0.6418658,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000136,102926,B,ESTE,20470,BAJO,0.09199139,235.4,0.03,7.062,2.354,70.62,18.856873569408926
SYN000137,101042,B,SUR,20511,MEDIO,0.68126696,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000138,108488,I,SUR,30330,ALTO,0.76253057,396.00000000000006,0.12,47.52,3.960000000000001,118.80000000000001,17.067402443831288
SYN000139,13990,B,ESTE,19552,MEDIO,0.6289316,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000140,104545,J,CENTRO,30262,MEDIO,0.5189125,418.00000000000006,0.08,33.440000000000005,4.180000000000001,125.4,43.11800958685232
SYN000141,105563,I,CENTRO,30330,MEDIO,0.64341116,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000142,104579,A,CENTRO,13301,MEDIO,0.6178218,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000143,107025,D,ESTE,27626,BAJO,0.04425089,286.0,0.03,8.58,2.86,85.8,39.6484375
SYN000144,100017,J,ESTE,34808,MEDIO,0.5208912,418.00000000000006,0.08,33.440000000000005,4.180000000000001,125.4,43.11800958685232
SYN000145,51719,B,CENTRO,18579,MEDIO,0.6271654,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000146,101795,I,NORTE,30330,BAJO,0.12437268,396.00000000000006,0.03,11.88,3.960000000000001,118.80000000000001,80.43742405832322
SYN000147,105175,I,NORTE,28405,BAJO,0.07881276,396.00000000000006,0.03,11.88,3.960000000000001,118.80000000000001,80.43742405832322
SYN000148,105501,C,CENTRO,23744,BAJO,0.07136631,264.0,0.03,7.92,2.64,79.2,30.779392338177015
SYN000149,105217,A,CENTRO,13094,BAJO,0.08627837,214.0,0.03,6.42,2.14,64.2,9.631147540983607
SYN000150,100985,I,ESTE,34974,MEDIO,0.58207875,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000151,106417,B,ESTE,22086,MEDIO,0.6483045,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000152,101823,E,CENTRO,22764,MEDIO,0.6089037,308.0,0.08,24.64,3.08,92.39999999999999,18.888317035512088
SYN000153,100150,B,ESTE,19453,MEDIO,0.68248796,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000154,107119,A,ESTE,17809,ALTO,0.82091725,214.0,0.12,25.68,2.14,64.2,-17.50192752505783
SYN000155,105790,D,CENTRO,27147,MEDIO,0.5688691,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000156,49512,B,CENTRO,19246,MEDIO,0.6174462,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000157,103126,B,CENTRO,19614,MEDIO,0.5740687,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000158,107207,B,SUR,21610,MEDIO,0.59979326,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000159,25984,B,SUR,19453,MEDIO,0.6354495,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000160,104118,B,CENTRO,21990,ALTO,0.78990585,235.4,0.12,28.248,2.354,70.62,-12.384308081685317
SYN000161,101235,I,CENTRO,29194,MEDIO,0.48482135,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000162,80557,B,ESTE,20511,MEDIO,0.66984886,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000163,104868,I,NORTE,26002,MEDIO,0.5577117,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000164,27753,I,ESTE,22948,MEDIO,0.5913139,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000165,102955,I,CENTRO,22948,MEDIO,0.5284418,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000166,103276,D,NORTE,21553,BAJO,0.050244506,286.0,0.03,8.58,2.86,85.8,39.6484375
SYN000167,104076,G,CENTRO,25049,MEDIO,0.6507636,352.0,0.08,28.16,3.52,105.6,29.285014691478946
SYN000168,102535,I,CENTRO,26838,MEDIO,0.54485697,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000169,103274,D,CENTRO,27160,ALTO,0.70654666,286.0,0.12,34.32,2.86,85.8,-1.5829318651066706
SYN000170,100495,B,CENTRO,17723,MEDIO,0.6354495,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000171,107558,D,CENTRO,30078,MEDIO,0.47285908,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000172,104402,B,SUR,18579,MEDIO,0.68827873,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000173,17561,A,NORTE,13797,MEDIO,0.6188459,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000174,105749,B,CENTRO,17118,MEDIO,0.65678227,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000175,101220,A,CENTRO,15480,ALTO,0.7837337,214.0,0.12,25.68,2.14,64.2,-17.50192752505783
SYN000176,104890,I,NORTE,31658,MEDIO,0.5936225,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000177,102425,D,CENTRO,23496,MEDIO,0.6034511,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000178,35583,D,NORTE,27201,MEDIO,0.4678861,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000179,100479,C,NORTE,22535,MEDIO,0.65592104,264.0,0.08,21.12,2.64,79.2,7.375271149674617
SYN000180,101976,B,SUR,19861,BAJO,0.055589892,235.4,0.03,7.062,2.354,70.62,18.856873569408926
SYN000181,70836,A,NORTE,14672,MEDIO,0.6924824,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000182,34671,B,SUR,18299,MEDIO,0.64642966,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000183,108441,B,ESTE,24366,BAJO,0.1067241,235.4,0.03,7.062,2.354,70.62,18.856873569408926
SYN000184,106906,D,CENTRO,24342,BAJO,0.034885067,286.0,0.03,8.58,2.86,85.8,39.6484375
SYN000185,103813,I,NORTE,30330,BAJO,0.12437268,396.00000000000006,0.03,11.88,3.960000000000001,118.80000000000001,80.43742405832322
SYN000186,51631,C,NORTE,24528,MEDIO,0.5749191,264.0,0.08,21.12,2.64,79.2,7.375271149674617
SYN000187,102083,D,CENTRO,32392,ALTO,0.70708865,286.0,0.12,34.32,2.86,85.8,-1.5829318651066706
SYN000188,108157,I,SUR,27959,MEDIO,0.574331,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000189,95796,B,CENTRO,25993,MEDIO,0.5221496,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000190,101437,I,CENTRO,25514,MEDIO,0.6743756,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000191,106926,B,CENTRO,25316,MEDIO,0.4653322,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000192,101211,B,SUR,23891,MEDIO,0.66373014,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000193,25620,I,CENTRO,30330,ALTO,0.7665012,396.00000000000006,0.12,47.52,3.960000000000001,118.80000000000001,17.067402443831288
SYN000194,102043,B,ESTE,16683,MEDIO,0.65330744,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000195,107066,D,CENTRO,26582,MEDIO,0.56871873,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000196,102419,B,CENTRO,20841,MEDIO,0.64859957,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000197,45960,I,ESTE,29446,ALTO,0.755247,396.00000000000006,0.12,47.52,3.960000000000001,118.80000000000001,17.067402443831288
SYN000198,103339,D,ESTE,22353,MEDIO,0.6199746,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000199,105833,A,CENTRO,15094,MEDIO,0.6310923,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000200,106689,B,CENTRO,25316,MEDIO,0.6411156,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000201,105316,A,CENTRO,17809,ALTO,0.7541937,214.0,0.12,25.68,2.14,64.2,-17.50192752505783
SYN000202,101460,J,CENTRO,32990,BAJO,0.044086784,418.00000000000006,0.03,12.540000000000001,4.180000000000001,125.4,87.9496402877698
SYN000203,87158,C,SUR,23744,MEDIO,0.4533876,264.0,0.08,21.12,2.64,79.2,7.375271149674617
SYN000204,101763,A,SUR,14933,MEDIO,0.63870233,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000205,107281,I,CENTRO,28667,ALTO,0.7816903,396.00000000000006,0.12,47.52,3.960000000000001,118.80000000000001,17.067402443831288
SYN000206,105719,J,CENTRO,31208,MEDIO,0.56601,418.00000000000006,0.08,33.440000000000005,4.180000000000001,125.4,43.11800958685232
SYN000207,82219,H,ESTE,22875,ALTO,0.71073735,374.00000000000006,0.12,44.88,3.7400000000000007,112.20000000000002,13.770026363820753
SYN000208,106601,B,CENTRO,27945,MEDIO,0.63048583,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000209,105848,I,CENTRO,28667,MEDIO,0.5750728,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
SYN000210,102881,D,SUR,26215,MEDIO,0.5674954,286.0,0.08,22.88,2.86,85.8,13.282281489305522
SYN000211,102874,A,CENTRO,12195,MEDIO,0.6861298,214.0,0.08,17.12,2.14,64.2,-7.305804215997693
SYN000212,100058,B,ESTE,23416,MEDIO,0.50099504,235.4,0.08,18.832,2.354,70.62,-0.7951001601438322
SYN000213,107899,I,CENTRO,28161,MEDIO,0.46193463,396.00000000000006,0.08,31.680000000000007,3.960000000000001,118.80000000000001,38.720224194301714
